
Index,Timestamp,Elapsed Time [s],Time Increment [s],Voltage [V],Current [A],Charging Coulombs [Ah],Discharging Coulombs [Ah],Estimated SOC
97,2025-02-13 20:03:45.747,19607.27,120.005,3.217661,1.400215,0,2.286865,17.32626
98,2025-02-13 20:10:17.781,19999.304,392.033,3.429749,0.0,0,2.286865,17.32626
99,2025-02-13 20:12:17.802,20119.325,120.016,3.188062,1.400271,0,2.3335465,15.65906
100,2025-02-13 20:18:53.574,20515.097,395.769,3.408058,0.0,0,2.3335465,15.65906
101,2025-02-13 20:20:53.581,20635.105,120.007,3.140028,1.400295,0,2.3802242,13.992
102,2025-02-13 20:27:35.496,21037.019,401.913,3.362313,0.0,0,2.3802242,13.992
103,2025-02-13 20:29:35.506,21157.029,120.007,3.084516,1.400215,0,2.4269008,12.32498
104,2025-02-13 20:36:30.418,21571.941,414.91,3.322976,0.0,0,2.4269008,12.32498
105,2025-02-13 20:38:30.447,21691.97,120.025,3.030505,1.400175,0,2.4735826,10.65777
106,2025-02-13 20:45:36.550,22118.073,426.1,3.278659,0.0,0,2.4735826,10.65777
107,2025-02-13 21:15:36.557,23918.08,1800.002,3.296276,0.0,0,2.4735826,10.65777
108,2025-02-13 21:31:36.569,24878.092,960.007,3.183349,0.174997,0,2.5202486,8.99113
109,2025-02-13 23:31:36.572,32078.095,7200.003,3.258485,0.0,0,2.5202486,8.99113
110,2025-02-13 23:47:32.097,33033.62,955.525,3.124566,0.174949,0,2.5666842,7.33272
111,2025-02-14 01:47:32.107,40233.63,7200.004,3.205902,0.0,0,2.5666842,7.33272
112,2025-02-14 02:03:32.124,41193.647,960.012,3.063703,0.174772,0,2.6132906,5.66821
113,2025-02-14 04:03:32.150,48393.675,7200.028,3.152084,0.0,0,2.6132906,5.66821
114,2025-02-14 04:19:32.155,49353.678,960.002,2.995509,0.174877,0,2.6599246,4.00271
115,2025-02-14 06:19:32.190,56553.713,7200.035,3.093272,0.0,0,2.6599246,4.00271
116,2025-02-14 06:35:32.194,57513.717,960.002,2.907008,0.174957,0,2.7065799,2.33645
117,2025-02-14 08:35:32.229,64713.752,7200.035,3.018404,0.0,0,2.7065799,2.33645
118,2025-02-14 08:51:32.232,65673.755,960.002,2.765671,0.17478,0,2.753188,0.67187
119,2025-02-14 10:51:32.248,72873.771,7200.016,2.907083,0.0,0,2.753188,0.67187
120,2025-02-14 11:07:32.258,73833.781,960.006,2.491397,0.174821,0,2.7998072,-0.9931
121,2025-02-14 13:07:32.269,81033.792,7200.011,2.698147,0.0,0,2.7998072,-0.9931
122,2025-02-14 13:23:32.298,81993.821,960.027,1.97725,0.174756,0,2.8464101,-2.65749
123,2025-02-14 15:23:32.324,89193.847,7200.022,2.422253,0.0,0,2.8464101,-2.65749
124,2025-02-14 15:28:32.327,89493.85,300.002,2.424527,0.0,0,2.8464101,-2.65749
125,2025-02-14 15:33:32.334,89793.857,300.006,2.426713,0.0,0,2.8464101,-2.65749
126,2025-02-14 15:38:32.343,90093.866,300.003,2.428794,0.0,0,2.8464101,-2.65749
127,2025-02-14 15:43:32.356,90393.879,300.01,2.43089,0.0,0,2.8464101,-2.65749
128,2025-02-14 15:48:32.366,90693.889,300.001,2.432897,0.0,0,2.8464101,-2.65749
129,2025-02-14 15:53:32.374,90993.897,300.001,2.434889,0.0,0,2.8464101,-2.65749
130,2025-02-14 15:58:32.383,91293.906,300.004,2.436762,0.0,0,2.8464101,-2.65749
131,2025-02-14 16:03:32.388,91593.911,300.005,2.438635,0.0,0,2.8464101,-2.65749
132,2025-02-14 16:08:32.394,91893.917,300.006,2.440434,0.0,0,2.8464101,-2.65749
